"","MES","INDICE","QTD_EMPRESAS","VLR_MERCADO_EM_REAIS","VLR_MERCADO_EM_DOLARES","MEDIA_INDICE","MEDIA_VLR_EM_REAIS","MEDIA_INDICE_PADRONIZADA","MEDIA_VLR_EM_REAIS_PADRONIZADA"
"118",2011-02-01,7331.74,170,1641296539679.86,988018624897.56,43.1278823529412,9654685527.52859,0.240297875449632,0.330427299929578
"119",2011-03-01,7544.75,171,1680236404793.43,1031642662733.22,44.1213450292398,9825943887.68088,0.252009574636485,0.338816734372144
"120",2011-03-01,7544.75,171,1680236404793.43,1031642662733.22,44.1213450292398,9825943887.68088,0.252009574636485,0.338816734372144
"121",2011-04-01,7390.32,172,1641530365430.86,1043367676495.75,42.966976744186,9543781194.36547,0.238400996853006,0.324994428613742
"122",2011-04-01,7390.32,172,1641530365430.86,1043367676495.75,42.966976744186,9543781194.36547,0.238400996853006,0.324994428613742
"123",2011-05-01,7257.68,171,1598245062558.47,1011611533994.85,42.4425730994152,9346462354.1431,0.232218924907507,0.315328369258411
"124",2011-05-01,7257.68,171,1598245062558.47,1011611533994.85,42.4425730994152,9346462354.1431,0.232218924907507,0.315328369258411
"125",2011-06-01,7089.34,173,1579964308645.48,1012083984783.42,40.9788439306358,9132741668.47098,0.214963364004468,0.304858832589533
"126",2011-06-01,7089.34,173,1579964308645.48,1012083984783.42,40.9788439306358,9132741668.47098,0.214963364004468,0.304858832589533
"127",2011-07-01,6717.98,177,1491580098111.75,958414250537.65,37.9546892655367,8427006204.02119,0.179312311803776,0.270286964637917
"128",2011-07-01,6717.98,177,1491580098111.75,958414250537.65,37.9546892655367,8427006204.02119,0.179312311803776,0.270286964637917
"129",2011-08-01,6478.63,178,1446488488755.84,911346074064.94,36.396797752809,8126339824.47101,0.160946693046162,0.255558218677272
"130",2011-08-01,6478.63,178,1446488488755.84,911346074064.94,36.396797752809,8126339824.47101,0.160946693046162,0.255558218677272
"131",2011-09-01,6189.94,177,1386509909431.24,747686534421.55,34.9714124293785,7833389318.82057,0.144143158769897,0.241207450283335
"132",2011-09-01,6189.94,177,1386509909431.24,747686534421.55,34.9714124293785,7833389318.82057,0.144143158769897,0.241207450283335
"133",2011-10-01,6705.83,177,1488920990084.11,881801000938.07,37.8860451977401,8411982994.82548,0.178503082939748,0.269551022587834
"134",2011-10-01,6705.83,177,1488920990084.11,881801000938.07,37.8860451977401,8411982994.82548,0.178503082939748,0.269551022587834
"135",2011-11-01,6564.2,177,1451139026813.98,801335814685.45,37.0858757062147,8198525575.22023,0.169070071909924,0.259094382535547
"136",2011-11-01,6564.2,177,1451139026813.98,801335814685.45,37.0858757062147,8198525575.22023,0.169070071909924,0.259094382535547
"137",2011-12-01,6679.89,176,1476809231884.29,787295677515.87,37.9539204545455,8390961544.7971,0.179303248470773,0.26852124467367
"138",2011-12-01,6679.89,176,1476809231884.29,787295677515.87,37.9539204545455,8390961544.7971,0.179303248470773,0.26852124467367
"139",2012-01-01,7170.58,173,1579529381752.62,908245288800.31,41.4484393063584,9130227640.18855,0.22049931408212,0.304735677869124
"140",2012-02-01,7607.67,173,1660097560528.84,971271682968,43.9749710982659,9595939656.23607,0.250284006591241,0.327549515536794
